subject,cluster,event_type,start,stop,origin,event,x
s1,c0,0,0.2662686830184125,0.5433945983199561,0.0,0,-1.0
s1,c0,1,0.2662686830184125,0.5433945983199561,0.2662686830184125,1,-1.0
s1,c0,0,0.5433945983199561,0.6587762818890154,0.0,0,-1.0
s1,c0,1,0.5433945983199561,0.6587762818890154,0.5433945983199561,1,-1.0
s1,c0,0,0.6587762818890154,0.7790810291350515,0.0,0,-1.0
s1,c0,1,0.6587762818890154,0.7790810291350515,0.6587762818890154,1,-1.0
s1,c0,0,0.7790810291350515,0.8553287586137412,0.0,0,-1.0
s1,c0,1,0.7790810291350515,0.8553287586137412,0.7790810291350515,1,-1.0
s1,c0,0,0.8553287586137412,0.8729775735696458,0.0,0,-1.0
s1,c0,1,0.8553287586137412,0.8729775735696458,0.8553287586137412,1,-1.0
s1,c0,0,0.8729775735696458,0.9908888881128917,0.0,0,-1.0
s1,c0,1,0.8729775735696458,0.9908888881128917,0.8729775735696458,1,-1.0
s1,c0,0,0.9908888881128917,1.0244615426351276,0.0,0,-1.0
s1,c0,1,0.9908888881128917,1.0244615426351276,0.9908888881128917,1,-1.0
s1,c0,0,1.0244615426351276,1.098354369442346,0.0,1,-1.0
s1,c0,1,1.0244615426351276,1.098354369442346,1.0244615426351276,0,-1.0
s1,c0,0,1.098354369442346,1.348171124164196,1.098354369442346,0,-1.0
s1,c0,1,1.098354369442346,1.348171124164196,1.0244615426351276,1,-1.0
s1,c0,0,1.348171124164196,1.3822600498729778,1.098354369442346,0,-1.0
s1,c0,1,1.348171124164196,1.3822600498729778,1.348171124164196,1,-1.0
s1,c0,0,1.3822600498729778,1.5719918828408932,1.098354369442346,0,-1.0
s1,c0,1,1.3822600498729778,1.5719918828408932,1.3822600498729778,1,-1.0
s1,c0,0,1.5719918828408932,2.0528357011733185,1.098354369442346,0,-1.0
s1,c0,1,1.5719918828408932,2.0528357011733185,1.5719918828408932,1,-1.0
s1,c0,0,2.0528357011733185,2.0535284717454227,1.098354369442346,0,-1.0
s1,c0,1,2.0528357011733185,2.0535284717454227,2.0528357011733185,1,-1.0
s1,c0,0,2.0535284717454227,2.471547574321789,1.098354369442346,0,-1.0
s1,c0,1,2.0535284717454227,2.471547574321789,2.0535284717454227,1,-1.0
s1,c0,0,2.471547574321789,2.6852940099490628,1.098354369442346,0,-1.0
s1,c0,1,2.471547574321789,2.6852940099490628,2.471547574321789,1,-1.0
s1,c0,0,2.6852940099490628,2.8042698663427665,1.098354369442346,0,-1.0
s1,c0,1,2.6852940099490628,2.8042698663427665,2.6852940099490628,1,-1.0
s1,c0,0,2.8042698663427665,3.10145658282257,1.098354369442346,0,-1.0
s1,c0,1,2.8042698663427665,3.10145658282257,2.8042698663427665,1,-1.0
s1,c0,0,3.10145658282257,3.1550870540553886,1.098354369442346,0,-1.0
s1,c0,1,3.10145658282257,3.1550870540553886,3.10145658282257,1,-1.0
s1,c0,0,3.1550870540553886,3.248661358715197,1.098354369442346,0,-1.0
s1,c0,1,3.1550870540553886,3.248661358715197,3.1550870540553886,0,-1.0
s1,c0,0,3.248661358715197,3.75128181354842,1.098354369442346,0,-1.0
s1,c0,1,3.248661358715197,3.75128181354842,3.1550870540553886,1,-1.0
s1,c0,0,3.75128181354842,3.794474726173261,1.098354369442346,0,-1.0
s1,c0,1,3.75128181354842,3.794474726173261,3.75128181354842,1,-1.0
s1,c0,0,3.794474726173261,4.135217486531994,1.098354369442346,0,-1.0
s1,c0,1,3.794474726173261,4.135217486531994,3.794474726173261,1,-1.0
s1,c0,0,4.135217486531994,4.338008203233676,1.098354369442346,0,-1.0
s1,c0,1,4.135217486531994,4.338008203233676,4.135217486531994,1,-1.0
s1,c0,0,4.338008203233676,4.714554785225336,1.098354369442346,0,-1.0
s1,c0,1,4.338008203233676,4.714554785225336,4.338008203233676,1,-1.0
s1,c0,0,4.714554785225336,4.9809082626782315,1.098354369442346,0,-1.0
s1,c0,1,4.714554785225336,4.9809082626782315,4.714554785225336,0,-1.0
s1,c0,0,4.9809082626782315,5.25590496826267,1.098354369442346,0,-1.0
s1,c0,1,4.9809082626782315,5.25590496826267,4.714554785225336,1,-1.0
s1,c0,0,5.25590496826267,5.669116329072824,1.098354369442346,0,-1.0
s1,c0,1,5.25590496826267,5.669116329072824,5.25590496826267,0,-1.0
s1,c0,0,5.669116329072824,5.726536222972142,1.098354369442346,0,-1.0
s1,c0,1,5.669116329072824,5.726536222972142,5.25590496826267,1,-1.0
s1,c0,0,5.726536222972142,5.813118373228472,1.098354369442346,0,-1.0
s1,c0,1,5.726536222972142,5.813118373228472,5.726536222972142,1,-1.0
s1,c0,0,5.813118373228472,5.877383068344044,1.098354369442346,0,-1.0
s1,c0,1,5.813118373228472,5.877383068344044,5.813118373228472,1,-1.0
s1,c0,0,5.877383068344044,6.064493166895034,1.098354369442346,0,-1.0
s1,c0,1,5.877383068344044,6.064493166895034,5.877383068344044,0,-1.0
s1,c0,0,6.064493166895034,6.1007543914526625,1.098354369442346,0,-1.0
s1,c0,1,6.064493166895034,6.1007543914526625,5.877383068344044,1,-1.0
s1,c0,0,6.1007543914526625,6.349699538843629,1.098354369442346,1,-1.0
s1,c0,1,6.1007543914526625,6.349699538843629,6.1007543914526625,0,-1.0
s1,c0,0,6.349699538843629,6.729601337187064,6.349699538843629,0,-1.0
s1,c0,1,6.349699538843629,6.729601337187064,6.1007543914526625,1,-1.0
s1,c0,0,6.729601337187064,7.0867094590752595,6.349699538843629,0,-1.0
s1,c0,1,6.729601337187064,7.0867094590752595,6.729601337187064,1,-1.0
s1,c0,0,7.0867094590752595,7.607666519456544,6.349699538843629,1,-1.0
s1,c0,1,7.0867094590752595,7.607666519456544,7.0867094590752595,0,-1.0
s1,c0,0,7.607666519456544,8.871197287026389,7.607666519456544,1,-1.0
s1,c0,1,7.607666519456544,8.871197287026389,7.0867094590752595,0,-1.0
s1,c0,0,8.871197287026389,8.926582983543318,8.871197287026389,0,-1.0
s1,c0,1,8.871197287026389,8.926582983543318,7.0867094590752595,1,-1.0
s1,c0,0,8.926582983543318,9.084158445920181,8.871197287026389,0,-1.0
s1,c0,1,8.926582983543318,9.084158445920181,8.926582983543318,1,-1.0
s1,c0,0,9.084158445920181,9.510663480837138,8.871197287026389,1,-1.0
s1,c0,1,9.084158445920181,9.510663480837138,9.084158445920181,0,-1.0
s1,c0,0,9.510663480837138,9.632204510502898,9.510663480837138,0,-1.0
s1,c0,1,9.510663480837138,9.632204510502898,9.084158445920181,1,-1.0
s1,c0,0,9.632204510502898,9.807236272756649,9.510663480837138,0,-1.0
s1,c0,1,9.632204510502898,9.807236272756649,9.632204510502898,1,-1.0
s1,c0,0,9.807236272756649,10.266936539709585,9.510663480837138,0,-1.0
s1,c0,1,9.807236272756649,10.266936539709585,9.807236272756649,1,-1.0
s1,c0,0,10.266936539709585,11.006079106683679,9.510663480837138,0,-1.0
s1,c0,1,10.266936539709585,11.006079106683679,10.266936539709585,1,-1.0
s1,c0,0,11.006079106683679,11.217273592120428,9.510663480837138,0,-1.0
s1,c0,1,11.006079106683679,11.217273592120428,11.006079106683679,1,-1.0
s1,c0,0,11.217273592120428,11.300327622551245,9.510663480837138,1,-1.0
s1,c0,1,11.217273592120428,11.300327622551245,11.217273592120428,0,-1.0
s1,c0,0,11.300327622551245,11.544693779015606,11.300327622551245,0,-1.0
s1,c0,1,11.300327622551245,11.544693779015606,11.217273592120428,1,-1.0
s1,c0,0,11.544693779015606,11.941163620500292,11.300327622551245,0,-1.0
s1,c0,1,11.544693779015606,11.941163620500292,11.544693779015606,1,-1.0
s1,c0,0,11.941163620500292,12.489778445166433,11.300327622551245,0,-1.0
s1,c0,1,11.941163620500292,12.489778445166433,11.941163620500292,1,-1.0
s1,c0,0,12.489778445166433,13.022310173696678,11.300327622551245,0,-1.0
s1,c0,1,12.489778445166433,13.022310173696678,12.489778445166433,1,-1.0
s1,c0,0,13.022310173696678,13.482737829704103,11.300327622551245,0,-1.0
s1,c0,1,13.022310173696678,13.482737829704103,13.022310173696678,1,-1.0
s1,c0,0,13.482737829704103,13.683291064599775,11.300327622551245,0,-1.0
s1,c0,1,13.482737829704103,13.683291064599775,13.482737829704103,1,-1.0
s1,c0,0,13.683291064599775,13.799215461291952,11.300327622551245,0,-1.0
s1,c0,1,13.683291064599775,13.799215461291952,13.683291064599775,1,-1.0
s1,c0,0,13.799215461291952,14.12896916552591,11.300327622551245,0,-1.0
s1,c0,1,13.799215461291952,14.12896916552591,13.799215461291952,1,-1.0
s1,c0,0,14.12896916552591,14.718848771782703,11.300327622551245,0,-1.0
s1,c0,1,14.12896916552591,14.718848771782703,14.12896916552591,1,-1.0
s1,c0,0,14.718848771782703,15.586738256035312,11.300327622551245,0,-1.0
s1,c0,1,14.718848771782703,15.586738256035312,14.718848771782703,0,-1.0
s1,c0,0,15.586738256035312,15.608136602939314,11.300327622551245,0,-1.0
s1,c0,1,15.586738256035312,15.608136602939314,14.718848771782703,1,-1.0
s1,c0,0,15.608136602939314,15.687286455853183,11.300327622551245,0,-1.0
s1,c0,1,15.608136602939314,15.687286455853183,15.608136602939314,0,-1.0
s1,c0,0,15.687286455853183,15.744054489539833,11.300327622551245,0,-1.0
s1,c0,1,15.687286455853183,15.744054489539833,15.608136602939314,1,-1.0
s1,c0,0,15.744054489539833,15.983508853558252,11.300327622551245,0,-1.0
s1,c0,1,15.744054489539833,15.983508853558252,15.744054489539833,1,-1.0
s1,c0,0,15.983508853558252,16.0,11.300327622551245,0,-1.0
s1,c0,1,15.983508853558252,16.0,15.983508853558252,0,-1.0
s2,c1,0,0.0,0.28101676553747373,0.0,1,1.0
s2,c1,1,0.0,0.28101676553747373,0.0,0,1.0
s2,c1,0,0.28101676553747373,0.8458435073264801,0.28101676553747373,1,1.0
s2,c1,1,0.28101676553747373,0.8458435073264801,0.0,0,1.0
s2,c1,0,0.8458435073264801,1.1521908038672055,0.8458435073264801,0,1.0
s2,c1,1,0.8458435073264801,1.1521908038672055,0.0,1,1.0
s2,c1,0,1.1521908038672055,2.05511646192383,0.8458435073264801,1,1.0
s2,c1,1,1.1521908038672055,2.05511646192383,1.1521908038672055,0,1.0
s2,c1,0,2.05511646192383,2.3267805957361665,2.05511646192383,0,1.0
s2,c1,1,2.05511646192383,2.3267805957361665,1.1521908038672055,1,1.0
s2,c1,0,2.3267805957361665,3.9475025818974303,2.05511646192383,1,1.0
s2,c1,1,2.3267805957361665,3.9475025818974303,2.3267805957361665,0,1.0
s2,c1,0,3.9475025818974303,4.4879503249220765,3.9475025818974303,0,1.0
s2,c1,1,3.9475025818974303,4.4879503249220765,2.3267805957361665,1,1.0
s2,c1,0,4.4879503249220765,4.6063843614584,3.9475025818974303,1,1.0
s2,c1,1,4.4879503249220765,4.6063843614584,4.4879503249220765,0,1.0
s2,c1,0,4.6063843614584,4.926634057627128,4.6063843614584,0,1.0
s2,c1,1,4.6063843614584,4.926634057627128,4.4879503249220765,0,1.0
s2,c1,0,4.926634057627128,5.4231633993050075,4.6063843614584,1,1.0
s2,c1,1,4.926634057627128,5.4231633993050075,4.4879503249220765,0,1.0
s2,c1,0,5.4231633993050075,5.556340812076857,5.4231633993050075,1,1.0
s2,c1,1,5.4231633993050075,5.556340812076857,4.4879503249220765,0,1.0
s2,c1,0,5.556340812076857,5.872883999173158,5.556340812076857,1,1.0
s2,c1,1,5.556340812076857,5.872883999173158,4.4879503249220765,0,1.0
s2,c1,0,5.872883999173158,6.329025417044764,5.872883999173158,1,1.0
s2,c1,1,5.872883999173158,6.329025417044764,4.4879503249220765,0,1.0
s2,c1,0,6.329025417044764,6.785943379608152,6.329025417044764,1,1.0
s2,c1,1,6.329025417044764,6.785943379608152,4.4879503249220765,0,1.0
s2,c1,0,6.785943379608152,9.005809009422302,6.785943379608152,1,1.0
s2,c1,1,6.785943379608152,9.005809009422302,4.4879503249220765,0,1.0
s2,c1,0,9.005809009422302,11.711367805152733,9.005809009422302,0,1.0
s2,c1,1,9.005809009422302,11.711367805152733,4.4879503249220765,1,1.0
s2,c1,0,11.711367805152733,11.77208578860651,9.005809009422302,1,1.0
s2,c1,1,11.711367805152733,11.77208578860651,11.711367805152733,0,1.0
s2,c1,0,11.77208578860651,11.926987694896265,11.77208578860651,1,1.0
s2,c1,1,11.77208578860651,11.926987694896265,11.711367805152733,0,1.0
s2,c1,0,11.926987694896265,11.98454571331822,11.926987694896265,1,1.0
s2,c1,1,11.926987694896265,11.98454571331822,11.711367805152733,0,1.0
s2,c1,0,11.98454571331822,12.701178641016835,11.98454571331822,1,1.0
s2,c1,1,11.98454571331822,12.701178641016835,11.711367805152733,0,1.0
s2,c1,0,12.701178641016835,12.955100203285818,12.701178641016835,1,1.0
s2,c1,1,12.701178641016835,12.955100203285818,11.711367805152733,0,1.0
s2,c1,0,12.955100203285818,13.28701787527915,12.955100203285818,1,1.0
s2,c1,1,12.955100203285818,13.28701787527915,11.711367805152733,0,1.0
s2,c1,0,13.28701787527915,13.47017295530947,13.28701787527915,1,1.0
s2,c1,1,13.28701787527915,13.47017295530947,11.711367805152733,0,1.0
s2,c1,0,13.47017295530947,13.6034259802023,13.47017295530947,0,1.0
s2,c1,1,13.47017295530947,13.6034259802023,11.711367805152733,1,1.0
s2,c1,0,13.6034259802023,14.991267232624523,13.47017295530947,1,1.0
s2,c1,1,13.6034259802023,14.991267232624523,13.6034259802023,0,1.0
s2,c1,0,14.991267232624523,15.786443728736085,14.991267232624523,1,1.0
s2,c1,1,14.991267232624523,15.786443728736085,13.6034259802023,0,1.0
s2,c1,0,15.786443728736085,16.0,15.786443728736085,0,1.0
s2,c1,1,15.786443728736085,16.0,13.6034259802023,0,1.0
s3,c1,0,0.0,0.5888098985986054,0.0,0,1.0
s3,c1,1,0.0,0.5888098985986054,0.0,1,1.0
s3,c1,0,0.5888098985986054,0.8636737581905276,0.0,0,1.0
s3,c1,1,0.5888098985986054,0.8636737581905276,0.5888098985986054,1,1.0
s3,c1,0,0.8636737581905276,1.9981134478125744,0.0,0,1.0
s3,c1,1,0.8636737581905276,1.9981134478125744,0.8636737581905276,0,1.0
s3,c1,0,1.9981134478125744,1.998753248622656,0.0,1,1.0
s3,c1,1,1.9981134478125744,1.998753248622656,0.8636737581905276,0,1.0
s3,c1,0,1.998753248622656,2.442946273181758,1.998753248622656,0,1.0
s3,c1,1,1.998753248622656,2.442946273181758,0.8636737581905276,1,1.0
s3,c1,0,2.442946273181758,2.4518481699063637,1.998753248622656,0,1.0
s3,c1,1,2.442946273181758,2.4518481699063637,2.442946273181758,1,1.0
s3,c1,0,2.4518481699063637,2.833131069618861,1.998753248622656,1,1.0
s3,c1,1,2.4518481699063637,2.833131069618861,2.4518481699063637,0,1.0
s3,c1,0,2.833131069618861,3.0255816206570203,2.833131069618861,0,1.0
s3,c1,1,2.833131069618861,3.0255816206570203,2.4518481699063637,1,1.0
s3,c1,0,3.0255816206570203,3.5795409225624,2.833131069618861,0,1.0
s3,c1,1,3.0255816206570203,3.5795409225624,3.0255816206570203,1,1.0
s3,c1,0,3.5795409225624,3.6940186787727285,2.833131069618861,1,1.0
s3,c1,1,3.5795409225624,3.6940186787727285,3.5795409225624,0,1.0
s3,c1,0,3.6940186787727285,3.7673685631928095,3.6940186787727285,0,1.0
s3,c1,1,3.6940186787727285,3.7673685631928095,3.5795409225624,1,1.0
s3,c1,0,3.7673685631928095,3.8416218985331057,3.6940186787727285,0,1.0
s3,c1,1,3.7673685631928095,3.8416218985331057,3.7673685631928095,1,1.0
s3,c1,0,3.8416218985331057,3.8431064196847076,3.6940186787727285,0,1.0
s3,c1,1,3.8416218985331057,3.8431064196847076,3.8416218985331057,1,1.0
s3,c1,0,3.8431064196847076,3.853195197105221,3.6940186787727285,0,1.0
s3,c1,1,3.8431064196847076,3.853195197105221,3.8431064196847076,1,1.0
s3,c1,0,3.853195197105221,3.963015924252388,3.6940186787727285,0,1.0
s3,c1,1,3.853195197105221,3.963015924252388,3.853195197105221,1,1.0
s3,c1,0,3.963015924252388,4.066491454474895,3.6940186787727285,1,1.0
s3,c1,1,3.963015924252388,4.066491454474895,3.963015924252388,0,1.0
s3,c1,0,4.066491454474895,4.133053546707925,4.066491454474895,0,1.0
s3,c1,1,4.066491454474895,4.133053546707925,3.963015924252388,1,1.0
s3,c1,0,4.133053546707925,4.406992360606064,4.066491454474895,0,1.0
s3,c1,1,4.133053546707925,4.406992360606064,4.133053546707925,1,1.0
s3,c1,0,4.406992360606064,4.6460892824582825,4.066491454474895,1,1.0
s3,c1,1,4.406992360606064,4.6460892824582825,4.406992360606064,0,1.0
s3,c1,0,4.6460892824582825,4.8038632260314165,4.6460892824582825,1,1.0
s3,c1,1,4.6460892824582825,4.8038632260314165,4.406992360606064,0,1.0
s3,c1,0,4.8038632260314165,4.896204261178507,4.8038632260314165,0,1.0
s3,c1,1,4.8038632260314165,4.896204261178507,4.406992360606064,1,1.0
s3,c1,0,4.896204261178507,4.922528104191101,4.8038632260314165,0,1.0
s3,c1,1,4.896204261178507,4.922528104191101,4.896204261178507,1,1.0
s3,c1,0,4.922528104191101,4.988136507280881,4.8038632260314165,1,1.0
s3,c1,1,4.922528104191101,4.988136507280881,4.922528104191101,0,1.0
s3,c1,0,4.988136507280881,5.074734042481958,4.988136507280881,0,1.0
s3,c1,1,4.988136507280881,5.074734042481958,4.922528104191101,1,1.0
s3,c1,0,5.074734042481958,5.578514913883541,4.988136507280881,1,1.0
s3,c1,1,5.074734042481958,5.578514913883541,5.074734042481958,0,1.0
s3,c1,0,5.578514913883541,5.759364118234454,5.578514913883541,0,1.0
s3,c1,1,5.578514913883541,5.759364118234454,5.074734042481958,1,1.0
s3,c1,0,5.759364118234454,5.791052574500529,5.578514913883541,1,1.0
s3,c1,1,5.759364118234454,5.791052574500529,5.759364118234454,0,1.0
s3,c1,0,5.791052574500529,6.1092731852623405,5.791052574500529,1,1.0
s3,c1,1,5.791052574500529,6.1092731852623405,5.759364118234454,0,1.0
s3,c1,0,6.1092731852623405,6.266941115742036,6.1092731852623405,0,1.0
s3,c1,1,6.1092731852623405,6.266941115742036,5.759364118234454,1,1.0
s3,c1,0,6.266941115742036,6.715670804478594,6.1092731852623405,0,1.0
s3,c1,1,6.266941115742036,6.715670804478594,6.266941115742036,1,1.0
s3,c1,0,6.715670804478594,7.238079708597194,6.1092731852623405,0,1.0
s3,c1,1,6.715670804478594,7.238079708597194,6.715670804478594,1,1.0
s3,c1,0,7.238079708597194,7.241325034566812,6.1092731852623405,1,1.0
s3,c1,1,7.238079708597194,7.241325034566812,7.238079708597194,0,1.0
s3,c1,0,7.241325034566812,7.452032431508532,7.241325034566812,0,1.0
s3,c1,1,7.241325034566812,7.452032431508532,7.238079708597194,0,1.0
s3,c1,0,7.452032431508532,7.658579538376261,7.241325034566812,0,1.0
s3,c1,1,7.452032431508532,7.658579538376261,7.238079708597194,1,1.0
s3,c1,0,7.658579538376261,8.093554648419111,7.241325034566812,1,1.0
s3,c1,1,7.658579538376261,8.093554648419111,7.658579538376261,0,1.0
s3,c1,0,8.093554648419111,8.701492686463466,8.093554648419111,0,1.0
s3,c1,1,8.093554648419111,8.701492686463466,7.658579538376261,1,1.0
s3,c1,0,8.701492686463466,9.23246363973666,8.093554648419111,1,1.0
s3,c1,1,8.701492686463466,9.23246363973666,8.701492686463466,0,1.0
s3,c1,0,9.23246363973666,9.922317201253616,9.23246363973666,1,1.0
s3,c1,1,9.23246363973666,9.922317201253616,8.701492686463466,0,1.0
s3,c1,0,9.922317201253616,10.260865683706054,9.922317201253616,0,1.0
s3,c1,1,9.922317201253616,10.260865683706054,8.701492686463466,0,1.0
s3,c1,0,10.260865683706054,10.261324414907229,9.922317201253616,1,1.0
s3,c1,1,10.260865683706054,10.261324414907229,8.701492686463466,0,1.0
s3,c1,0,10.261324414907229,11.28743009111588,10.261324414907229,0,1.0
s3,c1,1,10.261324414907229,11.28743009111588,8.701492686463466,0,1.0
s3,c1,0,11.28743009111588,11.56193634839098,10.261324414907229,1,1.0
s3,c1,1,11.28743009111588,11.56193634839098,8.701492686463466,0,1.0
s3,c1,0,11.56193634839098,11.59382745373283,11.56193634839098,1,1.0
s3,c1,1,11.56193634839098,11.59382745373283,8.701492686463466,0,1.0
s3,c1,0,11.59382745373283,12.180584267428095,11.59382745373283,0,1.0
s3,c1,1,11.59382745373283,12.180584267428095,8.701492686463466,0,1.0
s3,c1,0,12.180584267428095,12.657445741748939,11.59382745373283,1,1.0
s3,c1,1,12.180584267428095,12.657445741748939,8.701492686463466,0,1.0
s3,c1,0,12.657445741748939,12.878591659818525,12.657445741748939,0,1.0
s3,c1,1,12.657445741748939,12.878591659818525,8.701492686463466,0,1.0
s3,c1,0,12.878591659818525,13.213986036966613,12.657445741748939,0,1.0
s3,c1,1,12.878591659818525,13.213986036966613,8.701492686463466,0,1.0
s3,c1,0,13.213986036966613,13.709116709315571,12.657445741748939,0,1.0
s3,c1,1,13.213986036966613,13.709116709315571,8.701492686463466,1,1.0
s3,c1,0,13.709116709315571,14.352083559825166,12.657445741748939,1,1.0
s3,c1,1,13.709116709315571,14.352083559825166,13.709116709315571,0,1.0
s3,c1,0,14.352083559825166,14.547561089385608,14.352083559825166,0,1.0
s3,c1,1,14.352083559825166,14.547561089385608,13.709116709315571,1,1.0
s3,c1,0,14.547561089385608,14.791097661824518,14.352083559825166,0,1.0
s3,c1,1,14.547561089385608,14.791097661824518,14.547561089385608,1,1.0
s3,c1,0,14.791097661824518,15.10395901008841,14.352083559825166,1,1.0
s3,c1,1,14.791097661824518,15.10395901008841,14.791097661824518,0,1.0
s3,c1,0,15.10395901008841,15.394824684191374,15.10395901008841,0,1.0
s3,c1,1,15.10395901008841,15.394824684191374,14.791097661824518,1,1.0
s3,c1,0,15.394824684191374,15.42864926000614,15.10395901008841,1,1.0
s3,c1,1,15.394824684191374,15.42864926000614,15.394824684191374,0,1.0
s3,c1,0,15.42864926000614,16.0,15.42864926000614,0,1.0
s3,c1,1,15.42864926000614,16.0,15.394824684191374,0,1.0
s4,c1,0,0.0,1.0779990237134869,0.0,0,-1.0
s4,c1,1,0.0,1.0779990237134869,0.0,1,-1.0
s4,c1,0,1.0779990237134869,2.1149958010377254,0.0,0,-1.0
s4,c1,1,1.0779990237134869,2.1149958010377254,1.0779990237134869,1,-1.0
s4,c1,0,2.1149958010377254,2.307982768493042,0.0,0,-1.0
s4,c1,1,2.1149958010377254,2.307982768493042,2.1149958010377254,0,-1.0
s4,c1,0,2.307982768493042,2.7122242329205566,0.0,0,-1.0
